"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID","NAME_2","NAMELSAD","STUSPS","NAMELSADCO","STATE_NAME","LSAD","ALAND","AWATER","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
1143,"Known","Former Essex Mills","New Hampshire",NA,"Industry","Groundwater",NA,8,13,21,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1wyKWSS4wZO4T_KHFstoMtW-Be8jefMWi","Former Essex Mills, New Hampshire",43.08,-70.93,NA,NA,NA,NA,NA,"33","015","067502","1400000US33015067502","33015067502",675.02,"Census Tract 675.02","NH","Rockingham County","New Hampshire","CT",6822484,3158831,"Census Tract 675.02, Rockingham County, New Hampshire",3610,89,3215,19,0,184,0,1,102,36.3,72159,338,3346,235,3412,3167,245,114,26,35,184,NA
1144,"Known","Former Fluffy's Convenience Store","New Hampshire",NA,"Unknown","Groundwater",2018,2,5,8,103,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4746254","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0001473&Type=PRS","https://drive.google.com/drive/u/0/folders/1vi0diCv9duOddK1pMaWpC9nQEFr3_rCW",NA,"Former Fluffy's Convenience Store, New Hampshire",43.47,-71.54,NA,NA,NA,NA,NA,"33","001","965598","1400000US33001965598","33001965598",9655.98,"Census Tract 9655.98","NH","Belknap County","New Hampshire","CT",28865232,2063453,"Census Tract 9655.98, Belknap County, New Hampshire",3550,37,3407,61,0,15,0,0,30,48.5,53992,363,3484,49,3324,3240,84,32,28,56,0,NA
1145,"Known","Former Foye's Corner Market Property","New Hampshire",NA,"Unknown","Groundwater",2020,40,7,47,260,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4788376","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0010683&Type=PRS","https://drive.google.com/drive/u/0/folders/1OY-XcCu9jCkPtgprOEzx58P36S0Bqgcn",NA,"Former Foye's Corner Market Property, New Hampshire",43.04,-70.74,NA,NA,NA,NA,NA,"33","015","071002","1400000US33015071002","33015071002",710.02,"Census Tract 710.02","NH","Rockingham County","New Hampshire","CT",13189568,3730434,"Census Tract 710.02, Rockingham County, New Hampshire",2297,0,2297,0,0,0,0,0,0,56.2,110694,237,2243,17,2175,2098,77,0,32,45,0,NA
1146,"Known","Former Gary's Fuels","New Hampshire",NA,"Unknown","Groundwater",2018,376,NA,NA,2163,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4723536","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038737&Type=PRS","https://drive.google.com/drive/u/0/folders/1lPvB8IgF9p5K97bfg7VCcjeKGX3AVpHF",NA,"Former Gary's Fuels, New Hampshire",43.19,-71.01,NA,NA,NA,NA,NA,"33","017","085002","1400000US33017085002","33017085002",850.02,"Census Tract 850.02","NH","Strafford County","New Hampshire","CT",70820222,3343902,"Census Tract 850.02, Strafford County, New Hampshire",5345,97,5080,0,0,23,0,0,145,37.2,82537,728,5177,103,4993,4881,112,37,0,112,0,NA
1147,"Known","Former Graphic Packaging International","New Hampshire",NA,"Industry","Groundwater",2018,8,5,14,57,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4749162","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000336&Type=PRS","https://drive.google.com/drive/u/0/folders/1iRyewWrzQy58FxmoWZPJAyyTKIQBYWms",NA,"Former Graphic Packaging International, New Hampshire",43.17,-71.52,NA,NA,NA,NA,NA,"33","013","044100","1400000US33013044100","33013044100",441,"Census Tract 441","NH","Merrimack County","New Hampshire","CT",16816724,748898,"Census Tract 441, Merrimack County, New Hampshire",3817,65,3059,39,31,554,0,9,60,41.5,55583,483,3166,616,3574,3005,569,377,29,369,124,NA
1148,"Known","Former Hunt's Auto","New Hampshire",NA,"Unknown","Groundwater",2019,127,734,830,1422,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4823737","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038738&Type=PRS","https://drive.google.com/drive/u/0/folders/1NsR4z4uWhJP8aJH2CLzGmCsGeMXEsm2x",NA,"Former Hunt's Auto, New Hampshire",44.2,-71.75,NA,NA,NA,NA,NA,"33","009","960200","1400000US33009960200","33009960200",9602,"Census Tract 9602","NH","Grafton County","New Hampshire","CT",448488897,2195137,"Census Tract 9602, Grafton County, New Hampshire",4279,91,4091,0,12,35,8,0,42,55.2,70341,366,4139,113,4176,4139,37,5,3,34,0,NA
1149,"Known","Former Insurance Salvage Auction","New Hampshire",NA,"Industry","Groundwater",NA,3,NA,NA,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/19OCwHREcH4Ii8cf6R0EWJWjKNx9Tw4G3","Former Insurance Salvage Auction, New Hampshire",43.02,-71.36,NA,NA,NA,NA,NA,"33","015","004000","1400000US33015004000","33015004000",40,"Census Tract 40","NH","Rockingham County","New Hampshire","CT",65655941,8963150,"Census Tract 40, Rockingham County, New Hampshire",5513,214,5233,32,0,0,0,0,34,47.4,110163,743,5401,84,5226,5109,117,21,0,108,0,NA
1150,"Known","Former Johnson & Dix Bulk Oil Facility","New Hampshire",NA,"Industry","Groundwater",2020,42,10,51,193,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4849952","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0010087&Type=PRS","https://drive.google.com/drive/u/0/folders/15tXmxQ--kr7IP_phy5xW5XPaPFTMNbb7",NA,"Former Johnson & Dix Bulk Oil Facility, New Hampshire",43.19,-71.53,NA,NA,NA,NA,NA,"33","013","032100","1400000US33013032100","33013032100",321,"Census Tract 321","NH","Merrimack County","New Hampshire","CT",4339068,36041,"Census Tract 321, Merrimack County, New Hampshire",3664,54,3274,27,53,203,0,0,53,44.8,98636,410,3384,221,3496,3232,264,0,9,107,148,NA
1151,"Known","Former Johnson & Johnson Facility","New Hampshire",NA,"Industry","Groundwater",2020,11,45,56,63,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0009771&Type=PRS","https://drive.google.com/drive/u/0/folders/18oihiLHlItqytbqK9GiQO9i_gYRb3HCW","https://drive.google.com/drive/u/0/folders/184120q-evbcbt2aOspWyLEhv8ftnBXO_","Former Johnson & Johnson Facility, New Hampshire",42.86,-71.2,NA,NA,NA,NA,NA,"33","015","103100","1400000US33015103100","33015103100",1031,"Census Tract 1031","NH","Rockingham County","New Hampshire","CT",28893236,471773,"Census Tract 1031, Rockingham County, New Hampshire",7014,94,6782,0,0,63,0,0,75,51.9,112009,701,6834,131,6757,6499,258,59,102,113,43,NA
1152,"Known","Former Key Packaging Industries Corp","New Hampshire",NA,"Industry","Groundwater",2020,25,13,37,69,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0034201&Type=PRS","https://drive.google.com/drive/u/0/folders/1FSjBYTOpQdezI5SowUDMy8UnPXsq5oUu",NA,"Former Key Packaging Industries Corp, New Hampshire",42.74,-71.2,NA,NA,NA,NA,NA,"25","009","252300","1400000US25009252300","25009252300",2523,"Census Tract 2523","MA","Essex County","Massachusetts","CT",4622345,256094,"Census Tract 2523, Essex County, Massachusetts",7668,3604,3456,198,0,0,0,0,410,43.1,76470,763,4828,2357,7343,3073,4270,1207,3677,214,28,NA
1153,"Known","Former L.W. Packard Mill","New Hampshire",NA,"Industry","Groundwater",2018,44,12,57,91,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4727256","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0034995&Type=PRS","https://drive.google.com/drive/u/0/folders/1Pw7TVstyhaUKKQ929a2RNEFeW3cFF0qP",NA,"Former L.W. Packard Mill, New Hampshire",43.69,-71.63,NA,NA,NA,NA,NA,"33","009","961101","1400000US33009961101","33009961101",9611.01,"Census Tract 9611.01","NH","Grafton County","New Hampshire","CT",29078837,1411795,"Census Tract 9611.01, Grafton County, New Hampshire",2246,33,1913,14,0,0,0,9,277,30.8,46905,267,2157,89,1940,1927,13,0,0,13,0,NA
1154,"Known","Former Lamont Labs","New Hampshire",NA,"Industry","Groundwater",NA,78,9,87,93,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1KxSZAT9B3Ew9wkC5yfEIH062DT7FHT4c","Former Lamont Labs, New Hampshire",42.87,-71.45,NA,NA,NA,NA,NA,"33","011","013102","1400000US33011013102","33011013102",131.02,"Census Tract 131.02","NH","Hillsborough County","New Hampshire","CT",20827647,550813,"Census Tract 131.02, Hillsborough County, New Hampshire",5335,30,5184,0,75,46,0,0,0,37.5,123750,916,4924,289,5050,4628,422,37,0,410,12,NA
1155,"Known","Former LeClair Property","New Hampshire",NA,"Unknown","Groundwater",2018,49,13,62,172,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4743977","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038715&Type=PRS","https://drive.google.com/drive/u/0/folders/1sgfwuf1w7KUCmDiUS0DFLDNZ9TANoQRf",NA,"Former LeClair Property, New Hampshire",42.91,-71.4,NA,NA,NA,NA,NA,"33","015","003703","1400000US33015003703","33015003703",37.03,"Census Tract 37.03","NH","Rockingham County","New Hampshire","CT",36505608,165333,"Census Tract 37.03, Rockingham County, New Hampshire",5627,132,4997,93,19,215,0,0,171,38.9,100417,909,5248,337,5205,4797,408,12,92,206,110,NA
1156,"Known","Former Lempster Landfill","New Hampshire",NA,"Landfill","Groundwater",2020,10,41,51,62,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4849029","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000045&Type=PRS","https://drive.google.com/drive/u/0/folders/146WluYdqsRS0XJJ32w6kxubaw4IHoa4b",NA,"Former Lempster Landfill, New Hampshire",43.2,-72.2,NA,NA,NA,NA,NA,"33","019","975500","1400000US33019975500","33019975500",9755,"Census Tract 9755","NH","Sullivan County","New Hampshire","CT",260284246,6405484,"Census Tract 9755, Sullivan County, New Hampshire",2824,54,2691,0,0,0,0,2,77,51.3,68125,235,2730,84,2714,2657,57,14,37,20,0,NA
1157,"Known","Former Madburry Metals","New Hampshire",NA,"Industry","Groundwater",2018,425,579,888,1028,"Former Madburry Metals facility",NA,"http://www.fosters.com/news/20180717/dover-shuts-down-one-drinking-water-well-due-to-contamination","https://www4.des.state.nh.us/nh-pfas-investigation/","https://drive.google.com/drive/u/1/folders/1HQRWgLPnskZKM7rj4fSAG5rNZu1jNWG6","https://drive.google.com/drive/folders/1BcpebbOEKw-cKA5Kpmavql52T-plnIRD","Former Madburry Metals, New Hampshire",43.16,-70.95,NA,NA,NA,NA,NA,"33","017","080204","1400000US33017080204","33017080204",802.04,"Census Tract 802.04","NH","Strafford County","New Hampshire","CT",5303303,70379,"Census Tract 802.04, Strafford County, New Hampshire",5048,111,4545,35,0,218,0,9,130,20.3,38894,99,4824,165,5034,4728,306,24,49,155,98,NA
1158,"Known","Former McGoldrick Property","New Hampshire",NA,"Unknown","Groundwater",2019,24,280,304,335,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4795789","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038658&Type=PRS","https://drive.google.com/drive/u/0/folders/1KIfFu9FVjBCejiR9rlxS9A4oFHnLEoau","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former McGoldrick Property, New Hampshire",42.78,-72.47,NA,NA,NA,NA,NA,"33","005","971600","1400000US33005971600","33005971600",9716,"Census Tract 9716","NH","Cheshire County","New Hampshire","CT",53139998,5525602,"Census Tract 9716, Cheshire County, New Hampshire",3905,51,3685,24,0,0,14,0,131,50.1,59961,492,3726,38,3815,3815,0,0,0,0,0,NA
1159,"Known","Former Midway Excavators","New Hampshire",NA,"Industry","Groundwater",2019,16,12,28,141,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4757250","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0015238&Type=PRS","https://drive.google.com/drive/u/0/folders/1igFbZ74OQ5_px975U1jer_40jF6fbCjT",NA,"Former Midway Excavators, New Hampshire",43.21,-70.91,NA,NA,NA,NA,NA,"33","017","081600","1400000US33017081600","33017081600",816,"Census Tract 816","NH","Strafford County","New Hampshire","CT",29659973,226211,"Census Tract 816, Strafford County, New Hampshire",7138,273,6506,79,0,62,0,0,218,38.6,93258,971,6845,219,6639,6396,243,91,107,115,14,NA
1160,"Known","Former Moore Business Forms","New Hampshire",NA,"Unknown","Groundwater",2019,129,17,146,136,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4823594","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000048&Type=PRS","https://drive.google.com/drive/u/0/folders/1KqT2o9yZDkorRx8UWY75lIuOSbt5iqT8","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former Moore Business Forms, New Hampshire",43.18,-70.87,NA,NA,NA,NA,NA,"33","017","081200","1400000US33017081200","33017081200",812,"Census Tract 812","NH","Strafford County","New Hampshire","CT",13144577,3334855,"Census Tract 812, Strafford County, New Hampshire",5141,103,4659,0,0,175,0,56,148,47.5,84875,469,4801,267,4729,4395,334,119,4,159,157,NA
1161,"Known","Former Moultonborough Town Landfill","New Hampshire",NA,"Landfill","Groundwater",2020,277,601,878,1193,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000281&Type=PRS","https://drive.google.com/drive/u/0/folders/1vHk6Fv1Lkwxf7w54dkbniPJZs4SRjubr",NA,"Former Moultonborough Town Landfill, New Hampshire",43.76,-71.41,NA,NA,NA,NA,NA,"33","003","956302","1400000US33003956302","33003956302",9563.02,"Census Tract 9563.02","NH","Carroll County","New Hampshire","CT",102057576,16597011,"Census Tract 9563.02, Carroll County, New Hampshire",2225,1,2209,1,0,0,0,0,14,51.4,73865,219,2170,28,2180,2178,2,1,1,0,0,NA
1162,"Known","Former Nashua Motor Express","New Hampshire",NA,"Industry","Groundwater",2019,36,34,70,146,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4807919","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0031232&Type=PRS","https://drive.google.com/drive/u/0/folders/18MTs48dptDnVGtZb69KwlakV5G8NA0qG","https://drive.google.com/drive/u/1/folders/1x7iQQCXeG8cyqBy62-8ozSnzwFKgXBjQ","Former Nashua Motor Express, New Hampshire",42.77,-71.49,NA,NA,NA,NA,NA,"33","011","010400","1400000US33011010400","33011010400",104,"Census Tract 104","NH","Hillsborough County","New Hampshire","CT",3887804,267246,"Census Tract 104, Hillsborough County, New Hampshire",5127,275,4580,42,0,84,0,13,133,41,70931,506,4698,299,4868,4454,414,51,136,216,62,NA
1163,"Known","Former Nashua Site","New Hampshire",NA,"Unknown","Groundwater",2019,68,520,588,2975,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4826253","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000423&Type=PRS","https://drive.google.com/drive/u/0/folders/1pLpL9dzjK0RpfEVRsNLX-7y0THujVH9Y","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former Nashua Site, New Hampshire",42.8,-71.47,NA,NA,NA,NA,NA,"33","011","014102","1400000US33011014102","33011014102",141.02,"Census Tract 141.02","NH","Hillsborough County","New Hampshire","CT",9630404,1077679,"Census Tract 141.02, Hillsborough County, New Hampshire",3065,0,2446,10,0,601,0,0,8,32.8,78529,218,2630,422,2899,2485,414,167,0,31,294,NA
1164,"Known","Former Naughton Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,57,52,109,145,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4821951","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0001741&Type=PRS","https://drive.google.com/drive/u/0/folders/1tGD4XDdCknASGGhsuIsQt7Cno7k7ijdc","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former Naughton Landfill, New Hampshire",43.26,-71.96,NA,NA,NA,NA,NA,"33","013","040501","1400000US33013040501","33013040501",405.01,"Census Tract 405.01","NH","Merrimack County","New Hampshire","CT",91270057,1789466,"Census Tract 405.01, Merrimack County, New Hampshire",1419,7,1401,2,0,5,0,0,4,51.9,71250,117,1378,24,1373,1320,53,7,5,48,0,NA
1165,"Known","Former Philip Singer Revocable Trust","New Hampshire",NA,"Unknown","Groundwater",2018,27,11,38,210,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4755164","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0037989&Type=PRS","https://drive.google.com/drive/u/0/folders/14VII9tylrP0conKIA17kKSGFIPD6hwMZ",NA,"Former Philip Singer Revocable Trust, New Hampshire",39.85,-86.12,NA,NA,NA,NA,NA,"18","097","321700","1400000US18097321700","18097321700",3217,"Census Tract 3217","IN","Marion County","Indiana","CT",2900457,58903,"Census Tract 3217, Marion County, Indiana",4159,177,3441,329,0,86,2,17,107,34.6,62779,282,3891,213,3967,3786,181,37,133,33,15,NA
1166,"Known","Former Pierce Ford","New Hampshire",NA,"Industry","Groundwater",2020,100,1100,1200,1317,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4788376","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0006677&Type=PRS","https://drive.google.com/drive/u/0/folders/1m9YIn2n42FG_K8kiUTh6mEXzqneJ3SK7","https://drive.google.com/drive/u/0/folders/1_PABuWcJsK5vRDsJ4_8nUTqEm7tptqJp","Former Pierce Ford, New Hampshire",43.33,-71.01,NA,NA,NA,NA,NA,"33","017","084600","1400000US33017084600","33017084600",846,"Census Tract 846","NH","Strafford County","New Hampshire","CT",29519817,561074,"Census Tract 846, Strafford County, New Hampshire",3040,7,2883,0,0,121,0,0,29,46.1,71453,335,2899,118,2942,2784,158,121,0,48,110,NA
1167,"Known","Former Pittsfield Weaving","New Hampshire",NA,"Industry","Groundwater",2019,9,125,134,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0002024&Type=PRS","https://drive.google.com/drive/u/0/folders/1v-QjCaQD_FtCgciabG_8m0fFsWQVNDUJ","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former Pittsfield Weaving, New Hampshire",43.3,-71.32,NA,NA,NA,NA,NA,"33","013","035000","1400000US33013035000","33013035000",350,"Census Tract 350","NH","Merrimack County","New Hampshire","CT",62222714,746414,"Census Tract 350, Merrimack County, New Hampshire",4119,131,3964,0,0,9,0,0,15,45.9,57277,438,4061,49,3891,3713,178,19,53,116,9,NA
1168,"Known","Former Regis Tannery","New Hampshire",NA,"Industry","Groundwater",2018,1230,2410,3640,4413,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4788376","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000278&Type=PRS","https://drive.google.com/drive/u/0/folders/1e7K35eLQcEUNxcXAqVgTBMBh_tuYzmBO","https://drive.google.com/drive/u/1/folders/1p0kstu1RNEi79ofar6p4noaPFs9n62KW","Former Regis Tannery, New Hampshire",43.03,-71.19,NA,NA,NA,NA,NA,"33","015","055002","1400000US33015055002","33015055002",550.02,"Census Tract 550.02","NH","Rockingham County","New Hampshire","CT",30204779,742501,"Census Tract 550.02, Rockingham County, New Hampshire",3792,170,3544,0,0,23,0,0,55,41.6,69925,403,3548,117,3662,3457,205,31,72,88,45,NA
1169,"Known","Former Spear USA","New Hampshire",NA,"Industry","Groundwater",2019,10,21,31,303,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4820765","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0003127&Type=PRS","https://drive.google.com/drive/u/0/folders/10UhzU5U_MV3p7qzVwF0FJvL3Cxqx7_LT","https://drive.google.com/drive/u/1/folders/1og5HTfy7oCE2dxSmzNFpAGb0WNN8rb4U","Former Spear USA, New Hampshire",42.82,-71.63,NA,NA,NA,NA,NA,"33","011","016203","1400000US33011016203","33011016203",162.03,"Census Tract 162.03","NH","Hillsborough County","New Hampshire","CT",3533634,0,"Census Tract 162.03, Hillsborough County, New Hampshire",3744,709,2661,16,0,268,0,21,69,36,49013,543,3104,614,3666,2702,964,202,36,636,292,NA
1170,"Known","Former Synergy Gas (Allstar Gas)","New Hampshire",NA,"Industry","Groundwater",2017,19,62,81,194,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4696067","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0006133&Type=PRS","https://drive.google.com/drive/u/0/folders/1rtThr1MLO4HRJBUMngphMSN2ddHvaya-","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Former Synergy Gas (Allstar Gas), New Hampshire",43.36,-72.32,NA,NA,NA,NA,NA,"33","019","975902","1400000US33019975902","33019975902",9759.02,"Census Tract 9759.02","NH","Sullivan County","New Hampshire","CT",25748883,0,"Census Tract 9759.02, Sullivan County, New Hampshire",3731,254,3449,0,0,0,0,0,28,38.7,45441,385,3660,70,3340,3136,204,0,59,100,45,NA
1171,"Known","Former TCI Facility","New Hampshire",NA,"Industry","Groundwater",2019,7100,72,7172,7114,"Contamination source suspected to be from manufacturing activities done by TCI","https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4854019","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509 https://www.wmur.com/article/des-expands-pfoa-investigation-to-amherst-1/5211045#","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0036782&Type=PRS","https://drive.google.com/drive/u/0/folders/1es0OWyOXtfRRb1bElynrJOIOc7vv8T3g","https://drive.google.com/drive/u/0/folders/13qrzpRyPSjgIu9TIyMEy2bvgaKax1KY4","Former TCI Facility, New Hampshire",42.8,-71.57,NA,NA,NA,NA,NA,"33","011","017102","1400000US33011017102","33011017102",171.02,"Census Tract 171.02","NH","Hillsborough County","New Hampshire","CT",50168292,888097,"Census Tract 171.02, Hillsborough County, New Hampshire",4097,110,3498,50,5,124,0,5,305,48.6,135521,575,3727,339,4006,3716,290,38,32,176,24,NA
