"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","ZCTA5CE20","GEOID20","CLASSFP20","MTFCC20","FUNCSTAT20","ALAND20","AWATER20","INTPTLAT20","INTPTLON20","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
1384,"Known","Simply Green Bulk Facility","New Hampshire",NA,"Industry","Groundwater",2018,110,660,770,1638,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4716376","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038739&Type=PRS","https://drive.google.com/drive/u/0/folders/1_1HN8_yOamfk_AEc7E5nIqtIzBjB1bkT",NA,"Simply Green Bulk Facility, New Hampshire",43.2,-70.87,NA,NA,NA,NA,NA,"03820","03820","B5","G6350","S",70660871,5996112,43.1863602,-70.8836226,"ZCTA5 03820",32046,1052,28216,291,7,1450,0,56,974,35.7,74946,3402,29573,1895,29970,27763,2207,914,415,926,832,NA
1412,"Known","Topstone Mill","New Hampshire",NA,"Industry","Groundwater",2017,7,NA,NA,25,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4714203","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0022887&Type=PRS","https://drive.google.com/drive/u/0/folders/1vxlZOfP1LZ1e7DLwLc8g44AeHDgJqufb",NA,"Topstone Mill, New Hampshire",43.36,-72.34,NA,NA,NA,NA,NA,"03743","03743","B5","G6350","S",153055114,2323426,43.3607268,-72.3269293,"ZCTA5 03743",13659,377,12806,157,0,48,0,0,271,45.2,47127,1202,13072,466,12815,12090,725,16,104,256,178,NA
1414,"Known","Tricket Stratham Irving Car Wash","New Hampshire",NA,"Industry","Groundwater",NA,2,4,6,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,NA,"Tricket Stratham Irving Car Wash, New Hampshire",43,-70.92,NA,NA,NA,NA,NA,"03885","03885","B5","G6350","S",39181774,875089,43.0149932,-70.9026023,"ZCTA5 03885",7430,42,6903,2,0,400,0,0,83,48.1,126382,1007,6645,637,7137,6630,507,133,32,49,426,NA
1413,"Known","Tri-State Car Crushing Facility","New Hampshire",NA,"Industry","Groundwater",2018,3,6,9,6,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4720251","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0016638&Type=PRS","https://drive.google.com/drive/u/0/folders/1dpUXCBINLuuXNwA_4GHhLbFxBnoPpMq9",NA,"Tri-State Car Crushing Facility, New Hampshire",43.23,-72.17,NA,NA,NA,NA,NA,"03605","03605","B5","G6350","S",81685706,991841,43.2365642,-72.1848691,"ZCTA5 03605",809,0,792,0,0,0,0,0,17,48.2,73594,67,800,9,760,751,9,0,0,9,0,NA
1415,"Known","Trowbridge Drive Area","New Hampshire",NA,"Unknown","Groundwater",NA,35,100,135,139,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,NA,"Trowbridge Drive Area, New Hampshire",42.84,-71.51,NA,NA,NA,NA,NA,"03054","03054","B5","G6350","S",84387835,2185998,42.8520335,-71.5198762,"ZCTA5 03054",26314,1177,23040,135,0,1201,6,92,663,41.5,108276,3016,24420,1674,24896,23012,1884,446,383,870,465,NA
1416,"Known","Troy Landfill","New Hampshire",NA,"Landfill","Groundwater",2018,57,34,91,195,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0002074&Type=PRS","https://drive.google.com/drive/u/0/folders/1ITn-iyEDTCvgDQvQSJFDlFe9bMPLtgah","https://drive.google.com/drive/u/1/folders/15yKEV8JPDr0B7IyJUbZiNRtXK2nqETzy","Troy Landfill, New Hampshire",42.82,-72.17,NA,NA,NA,NA,NA,"03465","03465","B5","G6350","S",45216131,405686,42.8287983,-72.1889433,"ZCTA5 03465",1734,31,1633,0,14,0,0,0,56,39.9,52107,203,1665,35,1631,1575,56,10,20,36,0,NA
1417,"Known","Troy Mills Rockwood Brook Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,790,14,800,842,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000104&Type=PRS","https://drive.google.com/drive/u/0/folders/1FptYO-nwhR3NnvgZBzuq2DPH8lxQ4HYN","https://drive.google.com/drive/u/1/folders/17906YQ1_cCPEAMKCR8YNYtZeWg3L0TPf?ths=true","Troy Mills Rockwood Brook Landfill, New Hampshire",42.79,-72.18,NA,NA,NA,NA,NA,"03447","03447","B5","G6350","S",89705126,3622315,42.7532048,-72.1530279,"ZCTA5 03447",2324,18,2265,0,0,9,0,0,32,48.9,68785,189,2296,28,2191,2148,43,4,11,18,9,NA
1418,"Known","Tuftonboro Town Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,136,14,150,969,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000106&Type=PRS","https://drive.google.com/drive/u/0/folders/1FIQ72gc3sxDhfh-n7JCKctrzazXTfbyK",NA,"Tuftonboro Town Landfill, New Hampshire",43.7,-71.25,NA,NA,NA,NA,NA,"03816","03816","B5","G6350","S",68509324,1816471,43.6982852,-71.2430269,"ZCTA5 03816",1206,38,1148,0,0,0,0,11,9,42.8,61726,112,1197,9,1128,1128,0,0,0,0,0,NA
1419,"Known","Turnkey Landfill","New Hampshire",NA,"Landfill","Groundwater",2020,350,70,420,NA,"Leachate from PFAS-containing waste at Turnkey Landfill","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www.bostonglobe.com/metro/2019/11/05/toxic-chemicals-can-dumped-into-merrimack-river-federal-and-state-officials-say/N0u3jOxo1CnpcQiACEW88N/story.html?s_campaign=breakingnews:newsletter","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000292&Type=PRS","https://drive.google.com/drive/u/0/folders/1DulBMDjZdflLQ5mETadGPNiDkCHQGCTj","https://drive.google.com/drive/folders/1uBB5fdXsei5F8IKXhBs6iH1j2ZUa6d0n","Turnkey Landfill, New Hampshire",43.24,-70.96,NA,NA,NA,NA,NA,"03839","03839","B5","G6350","S",20380365,280516,43.2687716,-70.9855082,"ZCTA5 03839",4022,85,3760,2,0,22,0,0,153,41.6,76378,494,3842,51,3939,3826,113,15,30,68,15,NA
1420,"Known","Union Telephone Company","New Hampshire",NA,"Industry","Groundwater",2018,16,12,28,31,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0022331&Type=PRS","https://drive.google.com/drive/u/0/folders/1khz26HNpdxEamDdrEYp7C238dlyuvf4R","https://drive.google.com/drive/u/1/folders/16mBnSymjcxJBURzwlpSBbtLBShkKyFOp?ths=true","Union Telephone Company, New Hampshire",43.38,-71.06,NA,NA,NA,NA,NA,"03835","03835","B5","G6350","S",95235034,909784,43.3669235,-71.0625029,"ZCTA5 03835",6952,85,6586,138,0,63,0,0,80,42.6,63676,864,6661,241,6432,6256,176,0,43,82,0,NA
1421,"Known","Unity Municipal Landfill","New Hampshire",NA,"Landfill","Groundwater",2017,3700,92,3792,6697,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4777065","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000653&Type=PRS","https://drive.google.com/drive/u/0/folders/1Ao0uJonf-2Z9Clpld19cm-DWwGRADiRx","https://drive.google.com/file/d/1MEiFip2pwS9vT2al58tJiSmNziOBI0S7/view?usp=sharing","Unity Municipal Landfill, New Hampshire",43.3,-72.26,NA,NA,NA,NA,NA,"03773","03773","B5","G6350","S",243907722,3108283,43.3713455,-72.2027889,"ZCTA5 03773",7636,183,7030,57,71,52,0,0,243,43,66858,794,7514,96,7341,7247,94,16,10,59,1,NA
1422,"Known","Varney Cleaners","New Hampshire",NA,"Industry","Groundwater",2019,9,12,22,40,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4779077","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0024199&Type=PRS","https://drive.google.com/drive/u/0/folders/1zEN7ZOANSr70nQhUuQjNXaSn3B88CBRu",NA,"Varney Cleaners, New Hampshire",43.19,-70.87,NA,NA,NA,NA,NA,"03820","03820","B5","G6350","S",70660871,5996112,43.1863602,-70.8836226,"ZCTA5 03820",32046,1052,28216,291,7,1450,0,56,974,35.7,74946,3402,29573,1895,29970,27763,2207,914,415,926,832,NA
1423,"Known","Wakefield Country Store Property","New Hampshire",NA,"Unknown","Groundwater",2018,4,4,9,18,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4827946","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0003939&Type=PRS","https://drive.google.com/drive/u/0/folders/1pizv_kaF_SnhS2TzHgCcHUdVRx0ekpeQ",NA,"Wakefield Country Store Property, New Hampshire",43.57,-71.03,NA,NA,NA,NA,NA,"03872","03872","B5","G6350","S",134791640,10817139,43.5705262,-71.0433457,"ZCTA5 03872",3875,27,3844,0,0,0,0,0,4,51.4,91159,315,3835,19,3742,3565,177,0,12,77,0,NA
1424,"Known","Wakefield Town Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,373,91,464,1247,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4832791","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000136&Type=PRS","https://drive.google.com/drive/u/0/folders/1GTQxY6EllVlauR0mXlg-n04DlQD3O2OK",NA,"Wakefield Town Landfill, New Hampshire",43.55,-71.09,NA,NA,NA,NA,NA,"03872","03872","B5","G6350","S",134791640,10817139,43.5705262,-71.0433457,"ZCTA5 03872",3875,27,3844,0,0,0,0,0,4,51.4,91159,315,3835,19,3742,3565,177,0,12,77,0,NA
1425,"Known","Wakefield Wastewater Treatment Facility","New Hampshire",NA,"WWTP","Groundwater",NA,7,NA,NA,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1hssVvAlGxHS3VNC7hiErrWGc-DMPP2sE","Wakefield Wastewater Treatment Facility, New Hampshire",43.55,-71.11,NA,NA,NA,NA,NA,"03872","03872","B5","G6350","S",134791640,10817139,43.5705262,-71.0433457,"ZCTA5 03872",3875,27,3844,0,0,0,0,0,4,51.4,91159,315,3835,19,3742,3565,177,0,12,77,0,NA
1426,"Known","Walmart Distrib Center Septic","New Hampshire",NA,"WWTP","Groundwater",NA,5,6,10,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1aFdGb-6tZN5pgr3ytHJbI157usmww53E","Walmart Distrib Center Septic, New Hampshire",43.02,-71.15,NA,NA,NA,NA,NA,"03044","03044","B5","G6350","S",44478180,587950,43.0003692,-71.1191619,"ZCTA5 03044",4695,25,4505,0,0,59,0,0,106,43.8,111984,632,4572,111,4449,4345,104,46,0,80,24,NA
1427,"Known","Walpole Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,54,200,248,223,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000224&Type=PRS","https://drive.google.com/drive/u/0/folders/1kTLNi1de7ZV_xDL0GSIV3OXnO9mxNrmE","https://drive.google.com/drive/u/0/folders/1RuVos8sV1DFx6ZiB-kWGjGAgYFIZB93V","Walpole Landfill, New Hampshire",43.08,-72.46,NA,NA,NA,NA,NA,"05346","05346","B5","G6350","S",181483645,686780,43.0377201,-72.5365287,"ZCTA5 05346",4942,151,4495,113,31,24,0,0,128,49.6,59307,399,4796,84,4855,4762,93,16,24,57,5,NA
1429,"Known","Warren Landfill","New Hampshire",NA,"Landfill","Groundwater",2018,NA,NA,NA,10,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4716558","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0002744&Type=PRS","https://drive.google.com/drive/u/0/folders/1rM4LYZDz9_iJvk7awlt7mBnH8XYwBbxR",NA,"Warren Landfill, New Hampshire",43.94,-71.9,NA,NA,NA,NA,NA,"03279","03279","B5","G6350","S",123088993,1216936,43.9658028,-71.8591167,"ZCTA5 03279",639,5,633,0,0,0,0,0,1,54.6,45882,21,635,2,626,614,12,0,10,0,0,NA
1430,"Known","Warwick Mills Septic","New Hampshire",NA,"WWTP","Groundwater",NA,25,6,31,35,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1GlsvpBSfoW9mEL2oaUrqTYZD9UaTwivc","Warwick Mills Septic, New Hampshire",42.75,-71.83,NA,NA,NA,NA,NA,"03071","03071","B5","G6350","S",84692651,829429,42.7462567,-71.8744336,"ZCTA5 03071",5373,24,5213,0,0,68,0,0,68,40,82668,620,5120,228,5086,4954,132,50,0,95,37,NA
1431,"Known","Washington Landfill","New Hampshire",NA,"Landfill","Groundwater",2018,14,28,42,47,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4747593","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000590&Type=PRS","https://drive.google.com/drive/u/0/folders/1WLM5SMBwB-RCdauk7IH_DsX8qQjrqwE7","https://drive.google.com/drive/u/1/folders/1Swh7b-mYNqrcih0w9KcOFLnL7dMr2PUA","Washington Landfill, New Hampshire",43.17,-72.16,NA,NA,NA,NA,NA,"03280","03280","B5","G6350","S",117091661,5134226,43.1900513,-72.093871,"ZCTA5 03280",1057,27,999,0,0,0,0,2,29,56.7,73929,64,982,67,1046,1020,26,14,15,11,0,NA
1432,"Known","Wastewater Cross Tack Pile","New Hampshire",NA,"Industry","Groundwater",NA,3,14,17,24,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1Z7x1c-GkJmSrSsneSfZrin2gs63SMXmd","Wastewater Cross Tack Pile, New Hampshire",42.81,-72.01,NA,NA,NA,NA,NA,"03452","03452","B5","G6350","S",99454615,4600353,42.8292541,-72.0599005,"ZCTA5 03452",5275,133,4993,0,0,46,0,0,103,42.8,62747,599,5013,217,5099,5020,79,2,0,79,0,NA
1434,"Known","Weare Transfer Station","New Hampshire",NA,"Landfill","Groundwater",2018,7,8,16,NA,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4747592","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000179&Type=PRS","https://drive.google.com/drive/u/0/folders/1d5zMj9D6CKKYHou5owwL5Rurb0y89jG8","https://drive.google.com/drive/u/1/folders/1JnTOzAhoXHqi1cTgeyAvNCDHQmiX6Gl5?ths=true","Weare Transfer Station, New Hampshire",43.11,-71.71,NA,NA,NA,NA,NA,"03281","03281","B5","G6350","S",152981933,2681923,43.0782866,-71.7035079,"ZCTA5 03281",9058,215,8740,0,0,20,0,71,12,44,95775,1071,8822,145,8653,8469,184,48,31,153,0,NA
1435,"Known","Weber Auto & Truck Parts Inc","New Hampshire",NA,"Industry","Groundwater",NA,133,640,773,921,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1k2v3Eex_vLrbKzdzxUwx2UrNBsYo6u4f","Weber Auto & Truck Parts Inc, New Hampshire",42.86,-71.26,NA,NA,NA,NA,NA,"03038","03038","B5","G6350","S",92840001,2947508,42.8927614,-71.2767629,"ZCTA5 03038",33705,1579,30998,429,19,355,0,16,309,39.1,78114,4247,31498,1695,31855,29604,2251,540,928,1035,110,NA
1436,"Known","Webster Square Shopping Center","New Hampshire",NA,"Unknown","Groundwater",2019,53,14,67,167,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0001227&Type=PRS","https://drive.google.com/drive/u/0/folders/1BtELDluxBPh-8zhcZ8mvm5YBvaqFnvJ5","https://drive.google.com/drive/u/1/folders/1mSopRBr6TzGUi_occp-dvxuI-Sex1ipB","Webster Square Shopping Center, New Hampshire",42.76,-71.5,NA,NA,NA,NA,NA,"03063","03063","B5","G6350","S",21006768,339844,42.7821001,-71.5183664,"ZCTA5 03063",16126,1685,12621,489,32,1025,0,0,274,40,90053,1762,13619,2238,15450,12286,3164,1219,1027,1522,439,NA
1437,"Known","Wentworth Landfill","New Hampshire",NA,"Unknown","Groundwater",NA,47,NA,NA,56,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1zKTzERIiAlK4fu7GYy3dK0XfOsz4nsXk","Wentworth Landfill, New Hampshire",43.84,-71.9,NA,NA,NA,NA,NA,"03282","03282","B5","G6350","S",107583253,1333405,43.8587205,-71.9237177,"ZCTA5 03282",1089,2,1060,7,2,18,0,0,0,44.4,77917,95,1058,31,937,915,22,7,0,7,15,NA
1438,"Known","Wentworth Scrap Metal Property","New Hampshire",NA,"Industry","Groundwater",2018,27,79,106,189,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4749160","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0015205&Type=PRS","https://drive.google.com/drive/u/0/folders/1LZjR83CbEnDEpUbffoGlhwNozjW0qBSV",NA,"Wentworth Scrap Metal Property, New Hampshire",43.06,-70.76,NA,NA,NA,NA,NA,"03801","03801","B5","G6350","S",61563639,14058866,43.0748116,-70.8054433,"ZCTA5 03801",22424,536,19705,392,0,1096,1,178,516,42.1,80994,2064,20432,1740,21642,19604,2038,263,267,1208,410,NA
1439,"Known","West Road Municipal Landfill","New Hampshire",NA,"Landfill","Groundwater",2020,16,8,24,53,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4856554","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000037&Type=PRS","https://drive.google.com/drive/u/0/folders/1mRbPOFyR76CubRaXpcQevynZzZuGaDfy","https://drive.google.com/drive/u/1/folders/1BW7Khzj9mBBDBGiFnnElx5n4dIBwaLAY?ths=true","West Road Municipal Landfill, New Hampshire",42.82,-71.42,NA,NA,NA,NA,NA,"03051","03051","B5","G6350","S",73251052,2535348,42.7604969,-71.4093933,"ZCTA5 03051",25543,900,23490,229,0,585,0,98,241,44.6,110156,2853,23622,1495,24491,22261,2230,559,523,1216,141,NA
1440,"Known","Westmoreland Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,82,103,185,201,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000587&Type=PRS","https://drive.google.com/drive/u/0/folders/1Jw61SR4zi2OfxH508U-COKqJQLfC4c6B",NA,"Westmoreland Landfill, New Hampshire",42.99,-72.38,NA,NA,NA,NA,NA,"03467","03467","B5","G6350","S",92736884,2674948,42.9680753,-72.4308561,"ZCTA5 03467",2023,15,1983,0,10,10,0,0,5,52.1,93500,219,1917,96,1971,1886,85,48,30,55,0,NA
1441,"Known","White Mountain Laundry & Dry Cleaners","New Hampshire","Seavey Street Laundromat","Industry","Groundwater",NA,6,NA,NA,NA,NA,"https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf","https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1R7nNwfdUDtwP6Nayf3q0E_g1wIKQO2di","White Mountain Laundry & Dry Cleaners, New Hampshire",44.05,-71.12,NA,NA,NA,NA,NA,"03860","03860","B5","G6350","S",60150988,1247292,44.0420767,-71.1229916,"ZCTA5 03860",4061,25,3926,0,0,21,0,0,89,48.5,61514,347,4012,30,3967,3878,89,0,2,87,0,NA
1442,"Known","White Mountain Laundry Site","New Hampshire",NA,"Industry","Groundwater",2017,6,NA,NA,NA,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4749683","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0005680&Type=PRS","https://drive.google.com/drive/u/0/folders/1SZk7lfdBO0AE8xx-kyZPs0ppBvIdFAew","https://drive.google.com/drive/u/1/folders/1-NT5pBcjCa_FAVaikseRibRVEAc5Iq2U","White Mountain Laundry Site, New Hampshire",44.05,-71.12,NA,NA,NA,NA,NA,"03860","03860","B5","G6350","S",60150988,1247292,44.0420767,-71.1229916,"ZCTA5 03860",4061,25,3926,0,0,21,0,0,89,48.5,61514,347,4012,30,3967,3878,89,0,2,87,0,NA
1443,"Known","Wilton Packaging Group","New Hampshire",NA,"Industry","Groundwater",2018,3,2,5,9,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4749446","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0002817&Type=PRS","https://drive.google.com/drive/u/0/folders/1Cc4jfYrfyQ67tITU-7SCEzrp99qfZOH0",NA,"Wilton Packaging Group, New Hampshire",42.84,-71.74,NA,NA,NA,NA,NA,"03086","03086","B5","G6350","S",72828500,268695,42.8322309,-71.7596147,"ZCTA5 03086",3915,81,3608,0,0,59,0,0,167,47.5,76436,325,3704,145,3655,3478,177,50,49,105,23,NA
1444,"Known","Wilton Sanitary Landfill","New Hampshire",NA,"Landfill","Groundwater",2019,21,12,33,36,NA,"https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4820763","https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509","https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0000198&Type=PRS","https://drive.google.com/drive/u/0/folders/1Fw-L-PNbMLaAjr3TKt302ambr4tS1pkN",NA,"Wilton Sanitary Landfill, New Hampshire",43.15,-77.61,NA,NA,NA,NA,NA,"14608","14608","B5","G6350","S",4552289,100469,43.1540993,-77.6229302,"ZCTA5 14608",11260,1432,2802,5874,0,511,21,0,620,33.1,28599,1163,9290,1426,10638,8347,2291,1028,995,530,32,NA
